source,ptcp,time_start,time_end,age,agebin,spkr,vcm,lex,mwu,voc_type,spkr_bi,n_utts_per_file,n_utts_per_min
7778rcd,7391chi,70.42,70.54,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
7778rcd,7391chi,72.72,73.07,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
7778rcd,7391chi,103.62,105.45,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
7778rcd,7391chi,106,109.7,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
7778rcd,7391chi,110.67,113.3,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
7778rcd,7391chi,114.65,116.07,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
7778rcd,7391chi,116.39,118.36,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
7778rcd,7391chi,119.46,124.2,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
7778rcd,7391chi,180.14,180.55,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
7778rcd,7391chi,289.14,290.4,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
7778rcd,7391chi,290.71,292.1,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
7778rcd,7391chi,294.62,295.2,16,"(12,18]",girl,no,no,no,no,OTRCHI,13,2.6
1278rcd,7391chi,76.81,77.16,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,83.5,84.27,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,103.91,105.34,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,105.78,106.27,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,107.67,107.83,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,109.44,110.91,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,111.72,112.435,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,112.88,113.05,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,113.95,114.24,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,116.945,118,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,120.67,121.22,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,128.32,129.1,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,129.77,130.15,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,130.65,131.22,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,131.98,132.31,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,141.79,143.12,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,147.99,148.79,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,152.91,153.56,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,155.61,156.08,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,161.42,162.76,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,163.8,165.01,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,165.53,166.53,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,168.17,168.6,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,169.8,170,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
1278rcd,7391chi,292.71,293.1,16,"(12,18]",girl,no,no,no,no,OTRCHI,25,5
9679rcd,6632chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1291rcd,6632chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4191rcd,6632chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8312rcd,6632chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8335rcd,6632chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2619rcd,6632chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8951rcd,6632chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
720rcd,6632chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3340rcd,6632chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6279rcd,1686chi,0.3,1.04,8,"(6,12]",girl,no,no,no,no,OTRCHI,1,0.2
703rcd,1686chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2594rcd,1686chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4297rcd,1686chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2887rcd,1686chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9596rcd,1686chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5012rcd,1686chi,2.4,5.76,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,6.65,10.27,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,11.21,14.57,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,15.07,16.99,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,17.64,19.13,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,19.755,21.08,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,23.21,24.535,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,24.97,27.07,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,27.12,28.4,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,29.715,31.215,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,32.5,34.785,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,54.15,54.99,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,61.55,63.34,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,69.31,70.53,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,70.8,71.58,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,76.049,78.61,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,80.49,81.3,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,81.93,83.12,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,84.203,85.113,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,85.521,87.001,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,88.106,88.759,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,89.6,91.04,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,100.718,102.172,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,106.971,107.931,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,111.217,112.703,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,113.31,116.381,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,117.008,117.522,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,119.393,121.579,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,124.37,129.377,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,135.371,136.841,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,138.75,141.88,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
5012rcd,1686chi,154.77,155.13,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,177.3,178.03,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,182.23,182.93,8,"(6,12]",girl,no,no,no,no,OTRCHI,17,3.4
5012rcd,1686chi,185.96,187.16,8,"(6,12]",woman,no,no,no,no,ADU,18,3.6
1589rcd,1686chi,232.912,235.947,8,"(6,12]",woman,no,no,no,no,ADU,1,0.2
7421rcd,1686chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
98rcd,4931chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3476rcd,4931chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3070rcd,4931chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9324rcd,4931chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2320rcd,4931chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8rcd,4931chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4700rcd,4931chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2131rcd,4931chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9508rcd,4931chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1585rcd,1643chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1704rcd,1643chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6218rcd,1643chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8752rcd,1643chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5421rcd,1643chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8rcd,1643chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
766rcd,4458chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3778rcd,4458chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
831rcd,4458chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5464rcd,4458chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9867rcd,9628chi,96.315,97.125,5,"(0,6]",woman,no,no,no,no,ADU,2,0.4
9867rcd,9628chi,110.159,113.874,5,"(0,6]",woman,no,no,no,no,ADU,2,0.4
5216rcd,9628chi,272.5,273.09,5,"(0,6]",woman,no,no,no,no,ADU,1,0.2
1699rcd,9628chi,18.75,19.3,5,"(0,6]",girl,no,no,no,no,OTRCHI,3,0.6
1699rcd,9628chi,282.863,284.393,5,"(0,6]",girl,no,no,no,no,OTRCHI,3,0.6
1699rcd,9628chi,284.393,286.585,5,"(0,6]",girl,no,no,no,no,OTRCHI,3,0.6
3530rcd,9628chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9485rcd,9628chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9746rcd,9628chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4784rcd,9628chi,69.054,70.434,5,"(0,6]",girl,no,no,no,no,OTRCHI,1,0.2
4784rcd,9628chi,93.81,96.49,5,"(0,6]",woman,no,no,no,no,ADU,3,0.6
4784rcd,9628chi,97.365,98.78,5,"(0,6]",woman,no,no,no,no,ADU,3,0.6
4784rcd,9628chi,123.42,123.83,5,"(0,6]",woman,no,no,no,no,ADU,3,0.6
6032rcd,9628chi,11.31,14.81,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,76.93,79.71,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,180.148,182.538,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,182.718,183.498,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,187.04,189.09,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,192.515,195.305,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,207.51,209.52,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,237.771,239.081,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,239.661,241.281,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,242.426,243.43,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,248.493,250.113,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,256.32,258.445,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,258.445,261.66,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,263.635,264.505,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,272.42,274.61,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,274.93,277.47,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,279.349,280.839,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,282.49,283.91,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,285.118,287.048,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
6032rcd,9628chi,290.741,293.331,5,"(0,6]",girl,no,no,no,no,OTRCHI,20,4
4158rcd,9628chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
650rcd,9083chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3477rcd,9083chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1382rcd,9083chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2619rcd,9083chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3271rcd,9083chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6583rcd,9083chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1161rcd,9083chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8859rcd,2469chi,87.14,89.29,6,"(0,6]",woman,no,no,no,no,ADU,2,0.4
8859rcd,2469chi,219.253,220.578,6,"(0,6]",woman,no,no,no,no,ADU,2,0.4
2263rcd,2469chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2890rcd,2469chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8938rcd,2469chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3564rcd,2469chi,69.87,71.57,6,"(0,6]",woman,no,no,no,no,ADU,1,0.2
8997rcd,2469chi,108.5,109.07,6,"(0,6]",woman,no,no,no,no,ADU,2,0.4
8997rcd,2469chi,191.56,192.03,6,"(0,6]",woman,no,no,no,no,ADU,2,0.4
5676rcd,2469chi,126.19,126.75,6,"(0,6]",woman,no,no,no,no,ADU,6,1.2
5676rcd,2469chi,151.77,152.46,6,"(0,6]",boy,no,no,no,no,OTRCHI,1,0.2
5676rcd,2469chi,206.87,211.082,6,"(0,6]",woman,no,no,no,no,ADU,6,1.2
5676rcd,2469chi,240.82,241.87,6,"(0,6]",woman,no,no,no,no,ADU,6,1.2
5676rcd,2469chi,247.6,248.966,6,"(0,6]",woman,no,no,no,no,ADU,6,1.2
5676rcd,2469chi,253.44,253.71,6,"(0,6]",woman,no,no,no,no,ADU,6,1.2
5676rcd,2469chi,255.07,256.48,6,"(0,6]",woman,no,no,no,no,ADU,6,1.2
6834rcd,2469chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1902rcd,2469chi,175.72,176.63,6,"(0,6]",woman,no,no,no,no,ADU,1,0.2
8738rcd,2574chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6247rcd,2574chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4641rcd,2574chi,34.64,35.95,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
4641rcd,2574chi,44.375,44.556,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
4641rcd,2574chi,52.24,53.275,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
4641rcd,2574chi,53.726,54.667,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
4641rcd,2574chi,56.028,56.33,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
4641rcd,2574chi,56.845,56.96,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
4641rcd,2574chi,61.236,61.687,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
4641rcd,2574chi,123.554,123.979,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
4641rcd,2574chi,169.006,169.162,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
4641rcd,2574chi,205.361,205.451,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
4641rcd,2574chi,236.638,236.809,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
4641rcd,2574chi,263.755,263.928,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
4641rcd,2574chi,265.252,265.429,13,"(12,18]",woman,no,no,no,no,ADU,13,2.6
7987rcd,2574chi,1.28,2.5,13,"(12,18]",woman,no,no,no,no,ADU,9,1.8
7987rcd,2574chi,3.47,5.26,13,"(12,18]",woman,no,no,no,no,ADU,9,1.8
7987rcd,2574chi,22.91,23.18,13,"(12,18]",woman,no,no,no,no,ADU,9,1.8
7987rcd,2574chi,242.76,244.07,13,"(12,18]",woman,no,no,no,no,ADU,9,1.8
7987rcd,2574chi,252.22,252.59,13,"(12,18]",woman,no,no,no,no,ADU,9,1.8
7987rcd,2574chi,256.5,256.93,13,"(12,18]",woman,no,no,no,no,ADU,9,1.8
7987rcd,2574chi,268.01,268.74,13,"(12,18]",woman,no,no,no,no,ADU,9,1.8
7987rcd,2574chi,274.58,274.97,13,"(12,18]",woman,no,no,no,no,ADU,9,1.8
7987rcd,2574chi,282.25,282.86,13,"(12,18]",woman,no,no,no,no,ADU,9,1.8
6487rcd,2574chi,37.795,38.52,13,"(12,18]",woman,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,48.85,49.29,13,"(12,18]",woman,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,82.26,82.65,13,"(12,18]",man,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,83.795,85.405,13,"(12,18]",man,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,145.91,147.43,13,"(12,18]",woman,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,153.865,155.505,13,"(12,18]",woman,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,159.35,160.05,13,"(12,18]",woman,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,168.125,169.175,13,"(12,18]",woman,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,177.58,178.77,13,"(12,18]",man,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,179.68,180.57,13,"(12,18]",man,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,181.785,182.765,13,"(12,18]",man,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,184.87,186.23,13,"(12,18]",man,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,188.455,189.935,13,"(12,18]",man,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,194.12,195.51,13,"(12,18]",man,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,230.3,231.31,13,"(12,18]",man,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,231.66,232.6,13,"(12,18]",man,no,no,no,no,ADU,17,3.4
6487rcd,2574chi,233.245,234.505,13,"(12,18]",man,no,no,no,no,ADU,17,3.4
6030rcd,2574chi,15.6,15.9,13,"(12,18]",woman,no,no,no,no,ADU,8,1.6
6030rcd,2574chi,20.2,20.48,13,"(12,18]",woman,no,no,no,no,ADU,8,1.6
6030rcd,2574chi,85.75,86.31,13,"(12,18]",woman,no,no,no,no,ADU,8,1.6
6030rcd,2574chi,88.28,88.57,13,"(12,18]",woman,no,no,no,no,ADU,8,1.6
6030rcd,2574chi,90.7,90.98,13,"(12,18]",woman,no,no,no,no,ADU,8,1.6
6030rcd,2574chi,105.14,105.94,13,"(12,18]",woman,no,no,no,no,ADU,8,1.6
6030rcd,2574chi,117.61,117.97,13,"(12,18]",woman,no,no,no,no,ADU,8,1.6
6030rcd,2574chi,151.605,153.005,13,"(12,18]",woman,no,no,no,no,ADU,8,1.6
9190rcd,2574chi,3.13,4.48,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,4.89,6.13,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,6.15,7.23,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,7.535,8.605,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,8.625,9.27,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,9.94,10.56,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,11.35,13.14,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,13.835,14.63,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,16.215,18.345,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,23.735,24.535,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,25.36,26.37,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,28.59,29.35,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,33.115,36.02,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,36.835,37.13,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,38.415,39.67,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,41.04,41.88,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,42.59,45.11,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,73.99,74.7,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,207.17,208.39,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,256.43,258.48,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
9190rcd,2574chi,259.74,260.58,13,"(12,18]",woman,no,no,no,no,ADU,21,4.2
489rcd,2574chi,133.94,136.13,13,"(12,18]",woman,no,no,no,no,ADU,6,1.2
489rcd,2574chi,136.48,137.07,13,"(12,18]",woman,no,no,no,no,ADU,6,1.2
489rcd,2574chi,137.71,138.67,13,"(12,18]",woman,no,no,no,no,ADU,6,1.2
489rcd,2574chi,139.51,140.55,13,"(12,18]",woman,no,no,no,no,ADU,6,1.2
489rcd,2574chi,242.355,243.315,13,"(12,18]",woman,no,no,no,no,ADU,6,1.2
489rcd,2574chi,245.625,246.685,13,"(12,18]",woman,no,no,no,no,ADU,6,1.2
2347rcd,2574chi,25.025,26.695,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,35.75,37.75,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,37.815,39.085,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,39.085,46.59,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,48.175,49.485,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,51.05,51.53,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,68.315,74.35,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,77.94,80.62,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,83.55,85.08,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,119.28,120.01,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,137.77,139.19,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,141.8,142.79,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,144.13,144.45,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,148.76,150.03,13,"(12,18]",woman,no,no,no,no,ADU,15,3
2347rcd,2574chi,155.35,155.83,13,"(12,18]",woman,no,no,no,no,ADU,15,3
9330rcd,3685chi,90.63,91.62,17,"(12,18]",woman,no,no,no,no,ADU,9,1.8
9330rcd,3685chi,92.46,92.88,17,"(12,18]",woman,no,no,no,no,ADU,9,1.8
9330rcd,3685chi,94.38,97.22,17,"(12,18]",woman,no,no,no,no,ADU,9,1.8
9330rcd,3685chi,98.59,100.02,17,"(12,18]",woman,no,no,no,no,ADU,9,1.8
9330rcd,3685chi,128.13,129.93,17,"(12,18]",woman,no,no,no,no,ADU,9,1.8
9330rcd,3685chi,272.715,274.615,17,"(12,18]",woman,no,no,no,no,ADU,9,1.8
9330rcd,3685chi,276.55,277.89,17,"(12,18]",woman,no,no,no,no,ADU,9,1.8
9330rcd,3685chi,284.95,285.7,17,"(12,18]",woman,no,no,no,no,ADU,9,1.8
9330rcd,3685chi,293.04,293.55,17,"(12,18]",woman,no,no,no,no,ADU,9,1.8
6452rcd,3685chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1746rcd,3685chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1650rcd,3685chi,28.31,29.31,17,"(12,18]",woman,no,no,no,no,ADU,6,1.2
1650rcd,3685chi,36.7,37.85,17,"(12,18]",woman,no,no,no,no,ADU,6,1.2
1650rcd,3685chi,37.95,38.45,17,"(12,18]",woman,no,no,no,no,ADU,6,1.2
1650rcd,3685chi,74.03,75.11,17,"(12,18]",woman,no,no,no,no,ADU,6,1.2
1650rcd,3685chi,174.94,175.9,17,"(12,18]",girl,no,no,no,no,OTRCHI,7,1.4
1650rcd,3685chi,177.755,179.115,17,"(12,18]",girl,no,no,no,no,OTRCHI,7,1.4
1650rcd,3685chi,181.905,182.525,17,"(12,18]",girl,no,no,no,no,OTRCHI,7,1.4
1650rcd,3685chi,183.28,184.28,17,"(12,18]",girl,no,no,no,no,OTRCHI,7,1.4
1650rcd,3685chi,185.58,186.28,17,"(12,18]",girl,no,no,no,no,OTRCHI,7,1.4
1650rcd,3685chi,187.775,188.955,17,"(12,18]",girl,no,no,no,no,OTRCHI,7,1.4
1650rcd,3685chi,211.52,212.76,17,"(12,18]",woman,no,no,no,no,ADU,6,1.2
1650rcd,3685chi,221.645,223.315,17,"(12,18]",woman,no,no,no,no,ADU,6,1.2
1650rcd,3685chi,271.51,271.79,17,"(12,18]",girl,no,no,no,no,OTRCHI,7,1.4
5459rcd,3685chi,102.61,103.875,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
5459rcd,3685chi,103.875,105.865,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
5459rcd,3685chi,105.895,107.615,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
5459rcd,3685chi,107.65,110.53,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
