source,ptcp,time_start,time_end,age,agebin,spkr,vcm,lex,mwu,voc_type,spkr_bi,n_utts_per_file,n_utts_per_min
4050rcd,1822chi,172.76,173.35,22,"(18,24]",woman,no,no,no,no,ADU,8,1.6
4050rcd,1822chi,237.78,238.23,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
4050rcd,1822chi,239.48,239.9,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
4050rcd,1822chi,250.66,251.68,22,"(18,24]",woman,no,no,no,no,ADU,8,1.6
7916rcd,1822chi,193.463,193.65,22,"(18,24]",man,no,no,no,no,ADU,3,0.6
7916rcd,1822chi,195.18,195.373,22,"(18,24]",man,no,no,no,no,ADU,3,0.6
7916rcd,1822chi,217.04,217.309,22,"(18,24]",woman,no,no,no,no,ADU,3,0.6
8273rcd,1822chi,93.03,93.66,22,"(18,24]",man,no,no,no,no,ADU,6,1.2
8273rcd,1822chi,94.7,95.295,22,"(18,24]",man,no,no,no,no,ADU,6,1.2
8273rcd,1822chi,95.295,96.265,22,"(18,24]",man,no,no,no,no,ADU,6,1.2
8273rcd,1822chi,107.22,108.03,22,"(18,24]",man,no,no,no,no,ADU,6,1.2
8273rcd,1822chi,120.29,122.05,22,"(18,24]",woman,no,no,no,no,ADU,6,1.2
8273rcd,1822chi,213.94,214.74,22,"(18,24]",woman,no,no,no,no,ADU,6,1.2
7182rcd,1822chi,34.07,34.59,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
7182rcd,1822chi,35.71,36.34,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
7182rcd,1822chi,37.365,37.75,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
7182rcd,1822chi,38.36,38.9,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
7182rcd,1822chi,42.275,43.04,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
7182rcd,1822chi,165.27,165.81,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
7182rcd,1822chi,168.89,169.86,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
7182rcd,1822chi,172.12,172.5,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
9913rcd,1822chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1314rcd,1822chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8698rcd,1822chi,3.83,4.4,22,"(18,24]",girl,no,no,no,no,OTRCHI,5,1
8698rcd,1822chi,65.56,66.44,22,"(18,24]",woman,no,no,no,no,ADU,2,0.4
8698rcd,1822chi,97.22,98.81,22,"(18,24]",woman,no,no,no,no,ADU,2,0.4
8698rcd,1822chi,122.72,124.2,22,"(18,24]",girl,no,no,no,no,OTRCHI,5,1
8698rcd,1822chi,232.03,233.24,22,"(18,24]",boy,no,no,no,no,OTRCHI,5,1
8698rcd,1822chi,238.81,240.08,22,"(18,24]",girl,no,no,no,no,OTRCHI,5,1
8698rcd,1822chi,240.98,241.72,22,"(18,24]",girl,no,no,no,no,OTRCHI,5,1
6118rcd,3557chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8063rcd,3557chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4206rcd,3557chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1014rcd,3557chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6521rcd,3557chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1745rcd,1846chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1641rcd,1846chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1804rcd,1846chi,18.92,20.37,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,99.88,101.99,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,102.73,103.71,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,193.6,193.98,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,194.41,195.44,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,199.57,201.01,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,246.165,248.47,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,249.4,251.08,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,252.83,254.92,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,255.82,256.76,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,258.4,260.53,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,261.09,262.41,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,263.71,266.26,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,266.82,268.9,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,278.7,280.45,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
1804rcd,1846chi,281.2,281.72,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
4020rcd,1846chi,78.335,79.017,2,"(0,6]",woman,no,no,no,no,ADU,2,0.4
4020rcd,1846chi,84.347,85.384,2,"(0,6]",woman,no,no,no,no,ADU,2,0.4
1678rcd,1846chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1450rcd,1846chi,88.47,89.28,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,91.02,91.81,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,92.59,93.12,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,97.73,99.31,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,99.83,100.7,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,101.45,101.76,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,111.68,113.25,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,114.47,115.41,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,129.68,130.78,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,131.13,131.33,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,132.29,137.32,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,137.95,140.51,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,141.34,144.82,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,145.66,147.45,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,151.99,152.81,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,153.94,154.18,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,155.01,156.08,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,157.697,161.69,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,162.51,166.52,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,167.57,168.87,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,170.25,174.27,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,175.08,175.94,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,180.32,182.71,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,185.78,186.01,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,188.35,190.57,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,193.76,194.76,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,209.38,214.09,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,214.77,215.84,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,219.45,220.81,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,222.46,224.42,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,225.89,229.41,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,230.43,233.89,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,234.76,235.52,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,236.86,239.33,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,239.91,240.89,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,241.61,251.42,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,252.33,260.01,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,266.89,268.89,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,271.27,275.52,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,277.64,279.35,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,283.26,284.7,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,293.46,295.62,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
1450rcd,1846chi,297.22,299.01,2,"(0,6]",woman,no,no,no,no,ADU,43,8.6
550rcd,1846chi,1.14,2.15,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,3.33,4.11,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,5.27,6.26,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,10.12,11.14,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,12.513,13.906,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,21.01,21.78,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,32.41,33.71,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,45.36,47.83,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,61.54,62.61,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,149.69,149.91,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,154.38,155.42,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,157.26,159.49,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,172.06,172.45,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,174.25,175.25,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,178.06,178.53,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,182.03,182.8,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,183.86,184.22,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,185.13,185.6,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,205.31,208.1,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,209.13,212.08,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,213.34,214.85,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,228.58,229.58,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
550rcd,1846chi,238.27,240.08,2,"(0,6]",woman,no,no,no,no,ADU,23,4.6
2558rcd,1846chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7239rcd,1846chi,154.65,155.82,2,"(0,6]",woman,no,no,no,no,ADU,1,0.2
6119rcd,5810chi,125.45,127.48,22,"(18,24]",woman,no,no,no,no,ADU,15,3
6119rcd,5810chi,127.63,129.09,22,"(18,24]",woman,no,no,no,no,ADU,15,3
6119rcd,5810chi,129.205,130.515,22,"(18,24]",woman,no,no,no,no,ADU,15,3
6119rcd,5810chi,136.205,137.295,22,"(18,24]",woman,no,no,no,no,ADU,15,3
6119rcd,5810chi,195.375,197.325,22,"(18,24]",man,no,no,no,no,ADU,15,3
6119rcd,5810chi,197.7,198.79,22,"(18,24]",man,no,no,no,no,ADU,15,3
6119rcd,5810chi,199.355,200.915,22,"(18,24]",man,no,no,no,no,ADU,15,3
6119rcd,5810chi,212.51,216.55,22,"(18,24]",man,no,no,no,no,ADU,15,3
6119rcd,5810chi,218.28,218.97,22,"(18,24]",man,no,no,no,no,ADU,15,3
6119rcd,5810chi,224.99,226.57,22,"(18,24]",man,no,no,no,no,ADU,15,3
6119rcd,5810chi,231.645,232.895,22,"(18,24]",man,no,no,no,no,ADU,15,3
6119rcd,5810chi,250.2,251.71,22,"(18,24]",man,no,no,no,no,ADU,15,3
6119rcd,5810chi,279.65,281.82,22,"(18,24]",woman,no,no,no,no,ADU,15,3
6119rcd,5810chi,281.89,284.43,22,"(18,24]",woman,no,no,no,no,ADU,15,3
6119rcd,5810chi,285.17,288.12,22,"(18,24]",woman,no,no,no,no,ADU,15,3
9827rcd,5810chi,10.665,12.065,22,"(18,24]",man,no,no,no,no,ADU,10,2
9827rcd,5810chi,12.17,13.85,22,"(18,24]",man,no,no,no,no,ADU,10,2
9827rcd,5810chi,30.68,32.16,22,"(18,24]",woman,no,no,no,no,ADU,10,2
9827rcd,5810chi,83.25,84.18,22,"(18,24]",woman,no,no,no,no,ADU,10,2
9827rcd,5810chi,85.67,86.85,22,"(18,24]",woman,no,no,no,no,ADU,10,2
9827rcd,5810chi,112.87,114.53,22,"(18,24]",woman,no,no,no,no,ADU,10,2
9827rcd,5810chi,165.94,167.65,22,"(18,24]",woman,no,no,no,no,ADU,10,2
9827rcd,5810chi,180.975,182.275,22,"(18,24]",woman,no,no,no,no,ADU,10,2
9827rcd,5810chi,182.32,184.05,22,"(18,24]",woman,no,no,no,no,ADU,10,2
9827rcd,5810chi,276.475,277.465,22,"(18,24]",man,no,no,no,no,ADU,10,2
7061rcd,5810chi,51.84,53.08,22,"(18,24]",woman,no,no,no,no,ADU,9,1.8
7061rcd,5810chi,67.54,69.21,22,"(18,24]",woman,no,no,no,no,ADU,9,1.8
7061rcd,5810chi,76.54,78.85,22,"(18,24]",woman,no,no,no,no,ADU,9,1.8
7061rcd,5810chi,94.065,95.605,22,"(18,24]",woman,no,no,no,no,ADU,9,1.8
7061rcd,5810chi,116.475,117.565,22,"(18,24]",man,no,no,no,no,ADU,9,1.8
7061rcd,5810chi,118.345,119.655,22,"(18,24]",man,no,no,no,no,ADU,9,1.8
7061rcd,5810chi,260.215,262.965,22,"(18,24]",man,no,no,no,no,ADU,9,1.8
7061rcd,5810chi,273.04,274.16,22,"(18,24]",man,no,no,no,no,ADU,9,1.8
7061rcd,5810chi,275.805,276.805,22,"(18,24]",man,no,no,no,no,ADU,9,1.8
1574rcd,5810chi,18.62,24.02,22,"(18,24]",woman,no,no,no,no,ADU,10,2
1574rcd,5810chi,35.12,37.59,22,"(18,24]",woman,no,no,no,no,ADU,10,2
1574rcd,5810chi,38.16,38.64,22,"(18,24]",woman,no,no,no,no,ADU,10,2
1574rcd,5810chi,39.5,40.77,22,"(18,24]",man,no,no,no,no,ADU,10,2
1574rcd,5810chi,41.2,42.7,22,"(18,24]",man,no,no,no,no,ADU,10,2
1574rcd,5810chi,43.76,44.18,22,"(18,24]",man,no,no,no,no,ADU,10,2
1574rcd,5810chi,46.6,49.8,22,"(18,24]",man,no,no,no,no,ADU,10,2
1574rcd,5810chi,53.26,53.93,22,"(18,24]",woman,no,no,no,no,ADU,10,2
1574rcd,5810chi,55.08,56.38,22,"(18,24]",woman,no,no,no,no,ADU,10,2
1574rcd,5810chi,174.61,175.22,22,"(18,24]",man,no,no,no,no,ADU,10,2
1574rcd,5810chi,251.52,252.995,22,"(18,24]",girl,no,no,no,no,OTRCHI,3,0.6
1574rcd,5810chi,287.44,289.64,22,"(18,24]",girl,no,no,no,no,OTRCHI,3,0.6
1574rcd,5810chi,292.16,292.63,22,"(18,24]",girl,no,no,no,no,OTRCHI,3,0.6
6874rcd,5810chi,125.4,126.27,22,"(18,24]",man,no,no,no,no,ADU,10,2
6874rcd,5810chi,126.49,127.43,22,"(18,24]",man,no,no,no,no,ADU,10,2
6874rcd,5810chi,134.21,136.52,22,"(18,24]",man,no,no,no,no,ADU,10,2
6874rcd,5810chi,136.69,137.5,22,"(18,24]",man,no,no,no,no,ADU,10,2
6874rcd,5810chi,137.62,138.48,22,"(18,24]",man,no,no,no,no,ADU,10,2
6874rcd,5810chi,138.545,139.785,22,"(18,24]",woman,no,no,no,no,ADU,10,2
6874rcd,5810chi,139.79,141.02,22,"(18,24]",man,no,no,no,no,ADU,10,2
6874rcd,5810chi,141.18,141.9,22,"(18,24]",man,no,no,no,no,ADU,10,2
6874rcd,5810chi,150.61,152.63,22,"(18,24]",woman,no,no,no,no,ADU,10,2
6874rcd,5810chi,153.265,154.525,22,"(18,24]",woman,no,no,no,no,ADU,10,2
6327rcd,5810chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1740rcd,5810chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8274rcd,5810chi,111.345,112.015,22,"(18,24]",woman,no,no,no,no,ADU,12,2.4
8274rcd,5810chi,116.48,118.01,22,"(18,24]",woman,no,no,no,no,ADU,12,2.4
8274rcd,5810chi,119.3,119.92,22,"(18,24]",woman,no,no,no,no,ADU,12,2.4
8274rcd,5810chi,126,127.83,22,"(18,24]",man,no,no,no,no,ADU,12,2.4
8274rcd,5810chi,130.54,131.32,22,"(18,24]",man,no,no,no,no,ADU,12,2.4
8274rcd,5810chi,133.33,134,22,"(18,24]",man,no,no,no,no,ADU,12,2.4
8274rcd,5810chi,141.95,142.69,22,"(18,24]",man,no,no,no,no,ADU,12,2.4
8274rcd,5810chi,151.83,152.27,22,"(18,24]",man,no,no,no,no,ADU,12,2.4
8274rcd,5810chi,153.93,154.95,22,"(18,24]",man,no,no,no,no,ADU,12,2.4
8274rcd,5810chi,155.21,156.12,22,"(18,24]",man,no,no,no,no,ADU,12,2.4
8274rcd,5810chi,179.116,179.646,22,"(18,24]",man,no,no,no,no,ADU,12,2.4
8274rcd,5810chi,200.03,200.24,22,"(18,24]",man,no,no,no,no,ADU,12,2.4
7630rcd,5172chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
747rcd,5172chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2957rcd,5172chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6934rcd,5172chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4313rcd,2711chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3924rcd,2711chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8558rcd,2711chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7664rcd,2711chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2273rcd,2711chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2221rcd,2711chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2841rcd,2711chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6730rcd,2711chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7655rcd,2711chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7569rcd,3969chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9021rcd,3969chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3158rcd,3969chi,1.71,3.87,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,4.28,5.19,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,14.83,16.52,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,16.63,19.58,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,19.62,22.32,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,22.655,25.3,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,40.045,40.58,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,41.22,42.37,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,44.92,46.33,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,87.19,88.65,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,122.3,123.68,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,143.74,144.77,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,173.949,174.912,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,211.9,213.537,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,213.924,215.9,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
3158rcd,3969chi,221.562,222.21,2,"(0,6]",woman,no,no,no,no,ADU,16,3.2
6594rcd,3969chi,23.72,28.67,2,"(0,6]",man,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,30.245,33.525,2,"(0,6]",man,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,36.575,39.835,2,"(0,6]",man,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,40.94,42,2,"(0,6]",man,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,49.52,50.85,2,"(0,6]",man,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,51.85,53.05,2,"(0,6]",man,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,54.085,55.215,2,"(0,6]",man,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,56.585,57.715,2,"(0,6]",man,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,60.685,62.125,2,"(0,6]",man,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,62.65,64.01,2,"(0,6]",man,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,66.095,68.055,2,"(0,6]",man,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,105.99,108.14,2,"(0,6]",woman,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,112.195,113.575,2,"(0,6]",man,no,no,no,no,ADU,14,2.8
6594rcd,3969chi,254.765,256.49,2,"(0,6]",woman,no,no,no,no,ADU,14,2.8
9309rcd,3969chi,160.656,162.815,2,"(0,6]",woman,no,no,no,no,ADU,3,0.6
9309rcd,3969chi,163.355,164.428,2,"(0,6]",woman,no,no,no,no,ADU,3,0.6
9309rcd,3969chi,165.914,168.155,2,"(0,6]",woman,no,no,no,no,ADU,3,0.6
2819rcd,3969chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
912rcd,3969chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7146rcd,3969chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
421rcd,3969chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3200rcd,7335chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1536rcd,7335chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7624rcd,7335chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2448rcd,7335chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4853rcd,7335chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7610rcd,7335chi,177.3,178.04,2,"(0,6]",girl,no,no,no,no,OTRCHI,1,0.2
2924rcd,7335chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6256rcd,7335chi,265.432,265.883,2,"(0,6]",woman,no,no,no,no,ADU,4,0.8
6256rcd,7335chi,266.198,272.547,2,"(0,6]",woman,no,no,no,no,ADU,4,0.8
6256rcd,7335chi,273.153,276.121,2,"(0,6]",woman,no,no,no,no,ADU,4,0.8
6256rcd,7335chi,276.864,281.543,2,"(0,6]",woman,no,no,no,no,ADU,4,0.8
8974rcd,7335chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4783rcd,944chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7974rcd,944chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7426rcd,2315chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9171rcd,2315chi,13.18,15.73,24,"(18,24]",woman,no,no,no,no,ADU,7,1.4
9171rcd,2315chi,16.54,16.89,24,"(18,24]",woman,no,no,no,no,ADU,7,1.4
9171rcd,2315chi,26.63,28.09,24,"(18,24]",boy,no,no,no,no,OTRCHI,2,0.4
9171rcd,2315chi,29.72,30.64,24,"(18,24]",boy,no,no,no,no,OTRCHI,2,0.4
9171rcd,2315chi,44.47,44.74,24,"(18,24]",woman,no,no,no,no,ADU,7,1.4
9171rcd,2315chi,51.31,52.04,24,"(18,24]",woman,no,no,no,no,ADU,7,1.4
9171rcd,2315chi,59.45,60.39,24,"(18,24]",woman,no,no,no,no,ADU,7,1.4
9171rcd,2315chi,66.03,67.15,24,"(18,24]",woman,no,no,no,no,ADU,7,1.4
9171rcd,2315chi,100.18,100.44,24,"(18,24]",woman,no,no,no,no,ADU,7,1.4
4953rcd,2315chi,81.02,81.71,24,"(18,24]",woman,no,no,no,no,ADU,9,1.8
4953rcd,2315chi,83.1,83.5,24,"(18,24]",woman,no,no,no,no,ADU,9,1.8
4953rcd,2315chi,109.5,110.95,24,"(18,24]",girl,no,no,no,no,OTRCHI,1,0.2
4953rcd,2315chi,229.85,232,24,"(18,24]",woman,no,no,no,no,ADU,9,1.8
4953rcd,2315chi,236.01,236.82,24,"(18,24]",woman,no,no,no,no,ADU,9,1.8
4953rcd,2315chi,237.95,239.07,24,"(18,24]",woman,no,no,no,no,ADU,9,1.8
4953rcd,2315chi,239.11,239.9,24,"(18,24]",woman,no,no,no,no,ADU,9,1.8
4953rcd,2315chi,240.86,241.5,24,"(18,24]",woman,no,no,no,no,ADU,9,1.8
4953rcd,2315chi,242.64,244.19,24,"(18,24]",woman,no,no,no,no,ADU,9,1.8
4953rcd,2315chi,269.86,270.53,24,"(18,24]",woman,no,no,no,no,ADU,9,1.8
5873rcd,2315chi,12.57,13.31,24,"(18,24]",woman,no,no,no,no,ADU,3,0.6
5873rcd,2315chi,247.12,249.02,24,"(18,24]",woman,no,no,no,no,ADU,3,0.6
5873rcd,2315chi,249.975,250.995,24,"(18,24]",woman,no,no,no,no,ADU,3,0.6
4495rcd,2315chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6462rcd,2315chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
458rcd,6079chi,164.13,167.06,13,"(12,18]",woman,no,no,no,no,ADU,2,0.4
458rcd,6079chi,218.16,219.18,13,"(12,18]",woman,no,no,no,no,ADU,2,0.4
2749rcd,6079chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2573rcd,6079chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
